loc,val
0,6822
1,6858
2,6858
3,6858
4,6869
5,6880
6,6893
7,6904
8,6917
9,6933
10,6944
11,6956
12,6971
13,6983
14,6996
15,7007
16,7018
17,7029
18,7040
19,7055
20,7070
21,7080
22,7094
23,7105
24,7116
25,7124
26,7138
27,7149
28,7161
29,7177
30,7190
31,7199
32,7210
33,7221
34,7232
35,7247
36,7259
37,7272
38,7286
39,7299
40,7310
41,7319
42,7333
43,7340
44,7352
45,7368
46,7381
47,7395
48,7406
49,7416
50,7427
51,7438
52,7450
53,7461
54,7472
55,7490
56,7501
57,7512
58,7523
59,7535
60,7549
61,7558
62,7569
63,7584
64,7597
65,7610
66,7621
67,7633
68,7644
69,7657
70,7667
71,7676
72,7690
73,7701
74,7713
75,7721
76,7732
77,7744
78,7754
79,7764
80,7776
81,7794
82,7806
83,7820
84,7829
85,7840
86,7852
87,7863
88,7873
89,7884
90,7892
91,7910
92,7923
93,7937
94,7947
95,7958
96,7971
97,7982
98,7993
99,8004
100,8020
101,8035
102,8048
103,8058
104,8069
105,8080
106,8095
107,8111
108,8124
109,8137
110,8148
111,8161
112,8174
113,8192
114,8205
115,8219
116,8235
117,8245
118,8258
119,8274
120,8287
121,8305
122,8318
123,8332
124,8352
125,8370
126,8385
127,8403
128,8420
129,8440
130,8459
131,8468
132,8485
133,8501
134,8522
135,8536
136,8549
137,8560
138,8571
139,8584
140,8594
141,8610
142,8623
143,8634
144,8647
145,8658
146,8670
147,8683
148,8699
149,8714
150,8728
151,8739
152,8750
153,8763
154,8774
155,8785
156,8797
157,8807
158,8818
159,8831
160,8842
161,8853
162,8864
163,8875
164,8888
165,8899
166,8910
167,8928
168,8941
169,8952
170,8965
171,8976
172,8994
173,9007
174,9020
175,9031
176,9042
177,9058
178,9068
179,9077
180,9093
181,9102
182,9115
183,9125
184,9136
185,9147
186,9158
187,9169
188,9182
189,9196
190,9208
191,9219
192,9230
193,9242
194,9253
195,9265
196,9273
197,9285
198,9296
199,9309
200,9322
201,9335
202,9347
203,9358
204,9368
205,9378
206,9391
207,9405
208,9415
209,9426
210,9438
211,9446
212,9459
213,9475
214,9487
215,9500
216,9512
217,9523
218,9534
219,9548
220,9557
221,9567
222,9578
223,9592
224,9606
225,9615
226,9627
227,9637
228,9653
229,9662
230,9674
231,9687
232,9701
233,9710
234,9722
235,9733
236,9744
237,9753
238,9765
239,9777
240,9788
241,9797
242,9815
243,9826
244,9838
245,9849
246,9860
247,9867
248,9875
249,9886
250,9898
251,9909
252,9921
253,9938
254,9951
255,9960
256,9973
257,9983
258,9995
259,10008
260,10024
261,10037
262,10044
263,10055
264,10065
265,10076
266,10087
267,10098
268,10111
269,10128
270,10150
271,10168
272,10179
273,10192
274,10203
275,10216
276,10227
277,10240
278,10255
279,10268
280,10281
281,10292
282,10306
283,10317
284,10330
285,10341
286,10358
287,10371
288,10384
289,10398
290,10409
291,10422
292,10433
293,10443
294,10460
295,10473
296,10486
297,10500
298,10511
299,10522
300,10540
301,10555
302,10577
303,10588
304,10600
305,10609
306,10622
307,10634
308,10647
309,10663
310,10671
311,10682
312,10694
313,10705
314,10716
315,10729
316,10741
317,10754
318,10769
319,10778
320,10789
321,10801
322,10812
323,10820
324,10833
325,10847
326,10859
327,10873
328,10884
329,10896
330,10905
331,10916
332,10925
333,10941
334,10954
335,10969
336,10978
337,10989
338,10998
339,11009
340,11021
341,11031
342,11045
343,11059
344,11070
345,11081
346,11090
347,11101
348,11113
349,11125
350,11137
351,11151
352,11165
353,11176
354,11185
355,11198
356,11206
357,11217
358,11229
359,11245
360,11259
361,11271
362,11280
363,11291
364,11300
365,11312
366,11324
367,11337
368,11350
369,11364
370,11375
371,11383
372,11395
373,11404
374,11413
375,11425
376,11439
377,11452
378,11467
379,11475
